date,time_slot,price,load_rate,(调控后)日前预测价格(元/MWh),边界数据类型,竞价空间(MW),新能源负荷(MW),省调负荷(MW),联络线计划(MW),日前在线机组容量(MW)
2025-01-20,13:00,0.0,25.6,,,,,,,
2025-01-20,13:15,0.0,25.7,,,,,,,
2025-01-20,13:30,0.0,25.7,,,,,,,
2025-01-20,13:45,0.0,26.1,,,,,,,
2025-01-20,14:00,0.0,26.7,,,,,,,
2025-01-20,14:15,0.0,28.5,,,,,,,
2025-01-20,14:30,0.0,30.4,,,,,,,
2025-01-20,14:45,0.0,33.1,,,,,,,
2025-01-20,15:00,0.0,35.6,,,,,,,
2025-01-20,15:15,0.0,38.3,,,,,,,
2025-01-20,15:30,0.0,41.6,,,,,,,
2025-01-20,15:45,0.0,44.4,,,,,,,
2025-01-20,16:00,103.03,48.4,,,,,,,
2025-01-20,16:15,150.0,52.6,,,,,,,
2025-01-20,16:30,281.39,57.8,,,,,,,
2025-01-20,16:45,290.0,63.0,,,,,,,
2025-01-20,17:00,305.0,69.4,,,,,,,
2025-01-20,17:15,315.0,75.0,,,,,,,
2025-01-20,17:30,320.0,78.6,,,,,,,
2025-01-20,17:45,330.0,81.9,,,,,,,
2025-01-20,18:00,348.0,83.0,,,,,,,
2025-01-20,18:15,330.0,83.7,,,,,,,
2025-01-20,18:30,330.0,83.6,,,,,,,
2025-01-20,18:45,330.0,83.5,,,,,,,
2025-01-20,19:00,330.0,83.1,,,,,,,
2025-01-20,19:15,320.0,82.8,,,,,,,
2025-01-20,19:30,330.0,82.6,,,,,,,
2025-01-20,19:45,325.0,82.6,,,,,,,
2025-01-20,20:00,325.0,81.9,,,,,,,
2025-01-20,20:15,325.0,82.3,,,,,,,
2025-01-20,20:30,330.0,82.4,,,,,,,
2025-01-20,20:45,335.0,82.8,,,,,,,
2025-01-20,21:00,342.0,82.6,,,,,,,
2025-01-20,21:15,340.0,82.4,,,,,,,
2025-01-20,21:30,370.0,84.7,,,,,,,
2025-01-20,21:45,398.0,85.9,,,,,,,
2025-01-20,22:00,398.4,86.1,,,,,,,
2025-01-20,22:15,398.4,87.4,,,,,,,
2025-01-20,22:30,380.0,85.1,,,,,,,
2025-01-20,22:45,359.0,82.8,,,,,,,
2025-01-20,23:00,335.0,80.6,,,,,,,
2025-01-20,23:15,335.0,78.8,,,,,,,
2025-01-20,23:30,325.0,78.3,,,,,,,
2025-01-20,23:45,328.0,77.4,,,,,,,
2025-01-20,24:00,319.0,76.3,,,,,,,
2025-01-21,00:15,350.0,73.8,,,,,,,
2025-01-21,00:30,350.0,73.9,,,,,,,
2025-01-21,00:45,350.0,73.8,,,,,,,
2025-01-21,01:00,350.0,73.5,,,,,,,
2025-01-21,01:15,350.0,73.3,,,,,,,
2025-01-21,01:30,350.0,73.4,,,,,,,
2025-01-21,01:45,350.0,73.6,,,,,,,
2025-01-21,02:00,350.0,73.0,,,,,,,
2025-01-21,02:15,350.0,73.3,,,,,,,
2025-01-21,02:30,350.0,73.5,,,,,,,
2025-01-21,02:45,350.0,73.3,,,,,,,
2025-01-21,03:00,350.0,73.5,,,,,,,
2025-01-21,03:15,350.0,73.3,,,,,,,
2025-01-21,03:30,350.0,73.1,,,,,,,
2025-01-21,03:45,350.0,73.2,,,,,,,
2025-01-21,04:00,350.0,73.2,,,,,,,
2025-01-21,04:15,350.0,73.4,,,,,,,
2025-01-21,04:30,350.0,73.5,,,,,,,
2025-01-21,04:45,350.0,73.7,,,,,,,
2025-01-21,05:00,350.0,73.8,,,,,,,
2025-01-21,05:15,350.0,74.1,,,,,,,
2025-01-21,05:30,350.0,75.3,,,,,,,
2025-01-21,05:45,350.01,76.5,,,,,,,
2025-01-21,06:00,350.0,77.9,,,,,,,
2025-01-21,06:15,786.0,79.3,,,,,,,
2025-01-21,06:30,792.0,80.6,,,,,,,
2025-01-21,06:45,792.0,81.3,,,,,,,
2025-01-21,07:00,798.0,82.0,,,,,,,
2025-01-21,07:15,792.0,82.6,,,,,,,
2025-01-21,07:30,868.5,83.4,,,,,,,
2025-01-21,07:45,961.0,84.7,,,,,,,
2025-01-21,08:00,868.8,85.2,,,,,,,
2025-01-21,08:15,999.98,85.2,,,,,,,
2025-01-21,08:30,861.0,84.0,,,,,,,
2025-01-21,08:45,398.4,80.9,,,,,,,
2025-01-21,09:00,365.0,77.5,,,,,,,
2025-01-21,09:15,350.0,73.3,,,,,,,
2025-01-21,09:30,345.0,71.0,,,,,,,
2025-01-21,09:45,300.0,67.5,,,,,,,
2025-01-21,10:00,285.0,64.6,,,,,,,
2025-01-21,10:15,280.0,61.6,,,,,,,
2025-01-21,10:30,280.0,59.5,,,,,,,
2025-01-21,10:45,262.0,57.3,,,,,,,
2025-01-21,11:00,265.0,55.6,,,,,,,
2025-01-21,11:15,273.0,55.4,,,,,,,
2025-01-21,11:30,272.75,55.2,,,,,,,
2025-01-21,11:45,252.63,53.7,,,,,,,
2025-01-21,12:00,228.01,52.6,,,,,,,
2025-01-21,12:15,233.03,51.6,,,,,,,
2025-01-21,12:30,233.11,51.3,,,,,,,
2025-01-21,12:45,206.44,50.7,,,,,,,
2025-01-21,13:00,28.47,50.2,,,,,,,
2025-01-21,13:15,28.69,50.7,,,,,,,
2025-01-21,13:30,206.49,50.7,,,,,,,
2025-01-21,13:45,29.0,51.4,,,,,,,
2025-01-21,14:00,215.37,51.8,,,,,,,
2025-01-21,14:15,233.2,53.1,,,,,,,
2025-01-21,14:30,251.03,54.3,,,,,,,
2025-01-21,14:45,273.0,56.3,,,,,,,
2025-01-21,15:00,275.0,57.8,,,,,,,
2025-01-21,15:15,285.0,60.0,,,,,,,
2025-01-21,15:30,285.65,62.1,,,,,,,
2025-01-21,15:45,300.54,64.3,,,,,,,
2025-01-21,16:00,305.56,66.5,,,,,,,
2025-01-21,16:15,339.0,70.0,,,,,,,
2025-01-21,16:30,350.0,72.3,,,,,,,
2025-01-21,16:45,350.0,75.5,,,,,,,
2025-01-21,17:00,396.1,77.6,,,,,,,
2025-01-21,17:15,777.01,80.1,,,,,,,
2025-01-21,17:30,838.27,82.3,,,,,,,
2025-01-21,17:45,984.25,84.3,,,,,,,
2025-01-21,18:00,1027.5,85.0,,,,,,,
2025-01-21,18:15,978.52,85.5,,,,,,,
2025-01-21,18:30,1027.57,85.4,,,,,,,
2025-01-21,18:45,984.44,84.9,,,,,,,
2025-01-21,19:00,850.93,84.5,,,,,,,
2025-01-21,19:15,985.93,84.1,,,,,,,
2025-01-21,19:30,942.34,83.5,,,,,,,
2025-01-21,19:45,980.36,83.6,,,,,,,
2025-01-21,20:00,852.14,82.5,,,,,,,
2025-01-21,20:15,851.3,83.1,,,,,,,
2025-01-21,20:30,853.14,83.4,,,,,,,
2025-01-21,20:45,851.28,83.3,,,,,,,
2025-01-21,21:00,838.78,82.5,,,,,,,
2025-01-21,21:15,777.42,81.8,,,,,,,
2025-01-21,21:30,850.47,83.5,,,,,,,
2025-01-21,21:45,779.0,84.1,,,,,,,
2025-01-21,22:00,798.0,84.3,,,,,,,
2025-01-21,22:15,786.0,85.2,,,,,,,
2025-01-21,22:30,786.0,83.0,,,,,,,
2025-01-21,22:45,396.0,80.9,,,,,,,
2025-01-21,23:00,350.0,79.3,,,,,,,
2025-01-21,23:15,350.0,77.7,,,,,,,
2025-01-21,23:30,350.0,76.8,,,,,,,
2025-01-21,23:45,350.0,76.2,,,,,,,
2025-01-21,24:00,350.0,74.9,,,,,,,
2025-01-22,00:15,350.0,75.8,,,,,,,
2025-01-22,00:30,350.0,76.0,,,,,,,
2025-01-22,00:45,350.0,75.6,,,,,,,
2025-01-22,01:00,350.0,75.4,,,,,,,
2025-01-22,01:15,350.0,75.0,,,,,,,
2025-01-22,01:30,350.0,74.7,,,,,,,
2025-01-22,01:45,350.0,75.0,,,,,,,
2025-01-22,02:00,350.0,75.0,,,,,,,
2025-01-22,02:15,335.0,74.6,,,,,,,
2025-01-22,02:30,350.0,74.9,,,,,,,
2025-01-22,02:45,350.0,74.3,,,,,,,
2025-01-22,03:00,330.0,74.4,,,,,,,
2025-01-22,03:15,350.0,74.4,,,,,,,
2025-01-22,03:30,335.0,74.1,,,,,,,
2025-01-22,03:45,340.0,73.9,,,,,,,
2025-01-22,04:00,350.0,73.9,,,,,,,
2025-01-22,04:15,350.0,74.1,,,,,,,
2025-01-22,04:30,350.0,74.1,,,,,,,
2025-01-22,04:45,350.0,74.1,,,,,,,
2025-01-22,05:00,350.0,74.1,,,,,,,
2025-01-22,05:15,350.0,74.3,,,,,,,
2025-01-22,05:30,350.0,75.7,,,,,,,
2025-01-22,05:45,350.0,76.5,,,,,,,
2025-01-22,06:00,350.0,77.1,,,,,,,
2025-01-22,06:15,350.0,78.5,,,,,,,
2025-01-22,06:30,350.0,79.4,,,,,,,
2025-01-22,06:45,350.1,80.7,,,,,,,
2025-01-22,07:00,350.1,81.6,,,,,,,
2025-01-22,07:15,398.4,82.9,,,,,,,
2025-01-22,07:30,398.4,82.8,,,,,,,
2025-01-22,07:45,1038.0,84.4,,,,,,,
2025-01-22,08:00,1037.0,84.2,,,,,,,
2025-01-22,08:15,1037.0,83.9,,,,,,,
2025-01-22,08:30,398.4,82.4,,,,,,,
2025-01-22,08:45,350.0,79.8,,,,,,,
2025-01-22,09:00,350.0,76.1,,,,,,,
2025-01-22,09:15,313.0,72.1,,,,,,,
2025-01-22,09:30,316.21,68.3,,,,,,,
2025-01-22,09:45,255.0,63.7,,,,,,,
2025-01-22,10:00,69.89,59.8,,,,,,,
2025-01-22,10:15,79.5,56.6,,,,,,,
2025-01-22,10:30,25.75,53.9,,,,,,,
2025-01-22,10:45,79.31,51.0,,,,,,,
2025-01-22,11:00,24.32,49.3,,,,,,,
2025-01-22,11:15,79.09,48.1,,,,,,,
2025-01-22,11:30,77.79,47.5,,,,,,,
2025-01-22,11:45,78.84,45.3,,,,,,,
2025-01-22,12:00,78.58,43.9,,,,,,,
2025-01-22,12:15,81.07,42.1,,,,,,,
2025-01-22,12:30,25.84,41.5,,,,,,,
2025-01-22,12:45,26.51,40.9,,,,,,,
2025-01-22,13:00,27.43,40.0,,,,,,,
2025-01-22,13:15,28.35,40.3,,,,,,,
2025-01-22,13:30,28.28,39.8,,,,,,,
2025-01-22,13:45,28.22,40.6,,,,,,,
2025-01-22,14:00,28.39,41.1,,,,,,,
2025-01-22,14:15,28.22,42.2,,,,,,,
2025-01-22,14:30,28.34,44.0,,,,,,,
2025-01-22,14:45,28.31,46.3,,,,,,,
2025-01-22,15:00,28.55,48.2,,,,,,,
2025-01-22,15:15,28.36,50.6,,,,,,,
2025-01-22,15:30,206.36,53.6,,,,,,,
2025-01-22,15:45,256.2,56.9,,,,,,,
2025-01-22,16:00,282.0,60.8,,,,,,,
2025-01-22,16:15,297.13,66.0,,,,,,,
2025-01-22,16:30,319.87,69.5,,,,,,,
2025-01-22,16:45,350.0,73.6,,,,,,,
2025-01-22,17:00,350.0,77.1,,,,,,,
2025-01-22,17:15,397.57,80.3,,,,,,,
2025-01-22,17:30,1008.75,83.0,,,,,,,
2025-01-22,17:45,1008.65,85.9,,,,,,,
2025-01-22,18:00,1100.57,86.9,,,,,,,
2025-01-22,18:15,1101.66,88.2,,,,,,,
2025-01-22,18:30,1043.88,88.6,,,,,,,
2025-01-22,18:45,1099.17,88.8,,,,,,,
2025-01-22,19:00,1100.74,88.2,,,,,,,
2025-01-22,19:15,1055.36,87.9,,,,,,,
2025-01-22,19:30,1101.24,87.1,,,,,,,
2025-01-22,19:45,1101.24,87.1,,,,,,,
2025-01-22,20:00,978.27,86.6,,,,,,,
2025-01-22,20:15,1011.81,86.9,,,,,,,
2025-01-22,20:30,1027.11,86.2,,,,,,,
2025-01-22,20:45,1012.18,86.4,,,,,,,
2025-01-22,21:00,1004.89,85.8,,,,,,,
2025-01-22,21:15,1002.73,85.1,,,,,,,
2025-01-22,21:30,1018.96,85.5,,,,,,,
2025-01-22,21:45,1107.22,85.3,,,,,,,
2025-01-22,22:00,1106.67,85.4,,,,,,,
2025-01-22,22:15,1151.75,85.2,,,,,,,
2025-01-22,22:30,992.64,84.2,,,,,,,
2025-01-22,22:45,509.9,82.0,,,,,,,
2025-01-22,23:00,350.1,80.1,,,,,,,
2025-01-22,23:15,350.0,79.0,,,,,,,
2025-01-22,23:30,350.0,78.0,,,,,,,
2025-01-22,23:45,350.0,77.3,,,,,,,
2025-01-22,24:00,350.0,76.1,,,,,,,
2025-01-23,00:15,340.43,78.2,,,,,,,
2025-01-23,00:30,340.43,78.7,,,,,,,
2025-01-23,00:45,340.43,78.1,,,,,,,
2025-01-23,01:00,329.31,77.7,,,,,,,
2025-01-23,01:15,340.43,77.4,,,,,,,
2025-01-23,01:30,299.38,77.0,,,,,,,
2025-01-23,01:45,303.65,77.1,,,,,,,
2025-01-23,02:00,340.43,77.0,,,,,,,
2025-01-23,02:15,303.65,76.5,,,,,,,
2025-01-23,02:30,299.38,76.7,,,,,,,
2025-01-23,02:45,299.38,76.1,,,,,,,
2025-01-23,03:00,304.51,76.0,,,,,,,
2025-01-23,03:15,303.65,75.8,,,,,,,
2025-01-23,03:30,329.31,75.8,,,,,,,
2025-01-23,03:45,299.38,75.4,,,,,,,
2025-01-23,04:00,303.65,75.3,,,,,,,
2025-01-23,04:15,299.38,75.5,,,,,,,
2025-01-23,04:30,299.38,75.4,,,,,,,
2025-01-23,04:45,299.38,75.4,,,,,,,
2025-01-23,05:00,299.38,75.2,,,,,,,
2025-01-23,05:15,299.38,75.5,,,,,,,
2025-01-23,05:30,333.59,75.9,,,,,,,
2025-01-23,05:45,299.38,76.2,,,,,,,
2025-01-23,06:00,340.43,76.2,,,,,,,
2025-01-23,06:15,299.38,76.8,,,,,,,
2025-01-23,06:30,808.32,77.5,,,,,,,
2025-01-23,06:45,768.11,78.5,,,,,,,
2025-01-23,07:00,818.58,79.0,,,,,,,
2025-01-23,07:15,959.87,80.5,,,,,,,
2025-01-23,07:30,853.84,80.9,,,,,,,
2025-01-23,07:45,1051.84,82.6,,,,,,,
2025-01-23,08:00,988.57,82.8,,,,,,,
2025-01-23,08:15,1051.24,83.1,,,,,,,
2025-01-23,08:30,1051.24,82.3,,,,,,,
2025-01-23,08:45,818.58,80.9,,,,,,,
2025-01-23,09:00,340.43,77.9,,,,,,,
2025-01-23,09:15,299.38,75.1,,,,,,,
2025-01-23,09:30,277.99,71.8,,,,,,,
2025-01-23,09:45,241.21,68.1,,,,,,,
2025-01-23,10:00,239.5,65.5,,,,,,,
2025-01-23,10:15,237.79,62.4,,,,,,,
2025-01-23,10:30,224.1,60.5,,,,,,,
2025-01-23,10:45,222.39,58.3,,,,,,,
2025-01-23,11:00,222.39,57.0,,,,,,,
2025-01-23,11:15,226.67,55.8,,,,,,,
2025-01-23,11:30,230.95,55.6,,,,,,,
2025-01-23,11:45,196.73,53.8,,,,,,,
2025-01-23,12:00,197.59,52.7,,,,,,,
2025-01-23,12:15,144.56,51.6,,,,,,,
2025-01-23,12:30,128.3,51.1,,,,,,,
2025-01-23,12:45,173.65,51.1,,,,,,,
2025-01-23,13:00,26.23,50.2,,,,,,,
2025-01-23,13:15,112.45,50.8,,,,,,,
2025-01-23,13:30,19.94,50.5,,,,,,,
2025-01-23,13:45,198.97,51.6,,,,,,,
2025-01-23,14:00,199.73,52.1,,,,,,,
2025-01-23,14:15,222.39,53.3,,,,,,,
2025-01-23,14:30,220.68,54.7,,,,,,,
2025-01-23,14:45,232.66,56.9,,,,,,,
2025-01-23,15:00,229.24,58.9,,,,,,,
2025-01-23,15:15,241.38,61.9,,,,,,,
2025-01-23,15:30,241.21,63.5,,,,,,,
2025-01-23,15:45,264.31,65.5,,,,,,,
2025-01-23,16:00,265.16,67.7,,,,,,,
2025-01-23,16:15,299.38,71.1,,,,,,,
2025-01-23,16:30,299.38,73.6,,,,,,,
2025-01-23,16:45,339.41,76.2,,,,,,,
2025-01-23,17:00,805.61,78.5,,,,,,,
2025-01-23,17:15,943.26,80.9,,,,,,,
2025-01-23,17:30,1110.83,82.9,,,,,,,
2025-01-23,17:45,1112.22,85.2,,,,,,,
2025-01-23,18:00,1112.06,85.9,,,,,,,
2025-01-23,18:15,1133.02,87.2,,,,,,,
2025-01-23,18:30,1100.78,87.3,,,,,,,
2025-01-23,18:45,1136.59,87.3,,,,,,,
2025-01-23,19:00,1126.57,86.5,,,,,,,
2025-01-23,19:15,1104.89,86.1,,,,,,,
2025-01-23,19:30,1100.09,85.3,,,,,,,
2025-01-23,19:45,1101.54,85.6,,,,,,,
2025-01-23,20:00,1101.58,85.1,,,,,,,
2025-01-23,20:15,1101.56,85.5,,,,,,,
2025-01-23,20:30,1034.73,84.8,,,,,,,
2025-01-23,20:45,1039.89,85.4,,,,,,,
2025-01-23,21:00,1038.04,84.8,,,,,,,
2025-01-23,21:15,1034.03,84.4,,,,,,,
2025-01-23,21:30,948.78,84.6,,,,,,,
2025-01-23,21:45,961.73,84.9,,,,,,,
2025-01-23,22:00,1051.24,84.9,,,,,,,
2025-01-23,22:15,1051.24,84.8,,,,,,,
2025-01-23,22:30,1042.68,84.0,,,,,,,
2025-01-23,22:45,953.73,82.1,,,,,,,
2025-01-23,23:00,813.45,80.5,,,,,,,
2025-01-23,23:15,808.32,79.5,,,,,,,
2025-01-23,23:30,340.43,78.8,,,,,,,
2025-01-23,23:45,340.43,78.2,,,,,,,
2025-01-23,24:00,299.38,76.7,,,,,,,
2025-01-24,00:15,398.0,77.2,,,,,,,
2025-01-24,00:30,550.0,77.7,,,,,,,
2025-01-24,00:45,350.0,77.0,,,,,,,
2025-01-24,01:00,499.0,77.3,,,,,,,
2025-01-24,01:15,398.0,76.7,,,,,,,
2025-01-24,01:30,360.0,76.7,,,,,,,
2025-01-24,01:45,350.0,76.8,,,,,,,
2025-01-24,02:00,350.0,76.1,,,,,,,
2025-01-24,02:15,350.0,76.0,,,,,,,
2025-01-24,02:30,350.0,76.1,,,,,,,
2025-01-24,02:45,350.0,75.8,,,,,,,
2025-01-24,03:00,350.0,75.6,,,,,,,
2025-01-24,03:15,350.0,75.6,,,,,,,
2025-01-24,03:30,350.0,75.2,,,,,,,
2025-01-24,03:45,350.0,75.2,,,,,,,
2025-01-24,04:00,350.0,74.9,,,,,,,
2025-01-24,04:15,350.0,75.0,,,,,,,
2025-01-24,04:30,350.0,74.9,,,,,,,
2025-01-24,04:45,351.0,74.8,,,,,,,
2025-01-24,05:00,350.0,74.7,,,,,,,
2025-01-24,05:15,350.0,75.0,,,,,,,
2025-01-24,05:30,350.0,74.8,,,,,,,
2025-01-24,05:45,350.0,74.8,,,,,,,
2025-01-24,06:00,350.0,75.3,,,,,,,
2025-01-24,06:15,398.0,75.7,,,,,,,
2025-01-24,06:30,398.0,76.9,,,,,,,
2025-01-24,06:45,398.0,77.3,,,,,,,
2025-01-24,07:00,398.0,78.2,,,,,,,
2025-01-24,07:15,550.0,79.3,,,,,,,
2025-01-24,07:30,550.0,80.3,,,,,,,
2025-01-24,07:45,559.0,80.8,,,,,,,
2025-01-24,08:00,654.0,81.8,,,,,,,
2025-01-24,08:15,654.0,82.2,,,,,,,
2025-01-24,08:30,648.0,82.5,,,,,,,
2025-01-24,08:45,654.0,80.9,,,,,,,
2025-01-24,09:00,550.0,79.2,,,,,,,
2025-01-24,09:15,398.0,77.1,,,,,,,
2025-01-24,09:30,350.0,75.0,,,,,,,
2025-01-24,09:45,350.0,72.8,,,,,,,
2025-01-24,10:00,345.0,70.0,,,,,,,
2025-01-24,10:15,350.0,68.4,,,,,,,
2025-01-24,10:30,315.0,66.0,,,,,,,
2025-01-24,10:45,285.0,64.0,,,,,,,
2025-01-24,11:00,280.0,62.7,,,,,,,
2025-01-24,11:15,280.0,60.7,,,,,,,
2025-01-24,11:30,280.0,60.0,,,,,,,
2025-01-24,11:45,275.0,58.9,,,,,,,
2025-01-24,12:00,255.0,57.5,,,,,,,
2025-01-24,12:15,260.0,56.4,,,,,,,
2025-01-24,12:30,260.0,56.0,,,,,,,
2025-01-24,12:45,204.84,55.3,,,,,,,
2025-01-24,13:00,159.6,55.2,,,,,,,
2025-01-24,13:15,205.26,54.8,,,,,,,
2025-01-24,13:30,159.72,55.1,,,,,,,
2025-01-24,13:45,250.86,55.3,,,,,,,
2025-01-24,14:00,250.86,55.7,,,,,,,
2025-01-24,14:15,260.56,56.2,,,,,,,
2025-01-24,14:30,265.0,57.3,,,,,,,
2025-01-24,14:45,280.0,58.8,,,,,,,
2025-01-24,15:00,280.0,60.4,,,,,,,
2025-01-24,15:15,300.0,64.3,,,,,,,
2025-01-24,15:30,298.3,65.3,,,,,,,
2025-01-24,15:45,320.0,67.3,,,,,,,
2025-01-24,16:00,320.0,68.4,,,,,,,
2025-01-24,16:15,350.0,71.1,,,,,,,
2025-01-24,16:30,350.0,72.7,,,,,,,
2025-01-24,16:45,365.0,74.9,,,,,,,
2025-01-24,17:00,550.0,77.1,,,,,,,
2025-01-24,17:15,556.0,78.4,,,,,,,
2025-01-24,17:30,734.39,80.9,,,,,,,
2025-01-24,17:45,747.07,83.1,,,,,,,
2025-01-24,18:00,820.26,84.1,,,,,,,
2025-01-24,18:15,785.08,85.3,,,,,,,
2025-01-24,18:30,741.96,85.7,,,,,,,
2025-01-24,18:45,819.8,85.7,,,,,,,
2025-01-24,19:00,820.26,85.1,,,,,,,
2025-01-24,19:15,650.53,84.6,,,,,,,
2025-01-24,19:30,743.47,84.6,,,,,,,
2025-01-24,19:45,738.33,84.2,,,,,,,
2025-01-24,20:00,743.38,83.6,,,,,,,
2025-01-24,20:15,736.31,83.7,,,,,,,
2025-01-24,20:30,737.29,83.4,,,,,,,
2025-01-24,20:45,743.0,82.8,,,,,,,
2025-01-24,21:00,736.96,82.8,,,,,,,
2025-01-24,21:15,648.48,82.2,,,,,,,
2025-01-24,21:30,648.19,82.7,,,,,,,
2025-01-24,21:45,660.0,83.0,,,,,,,
2025-01-24,22:00,736.03,82.8,,,,,,,
2025-01-24,22:15,751.2,82.6,,,,,,,
2025-01-24,22:30,660.6,81.8,,,,,,,
2025-01-24,22:45,648.0,80.5,,,,,,,
2025-01-24,23:00,550.0,79.2,,,,,,,
2025-01-24,23:15,450.0,77.5,,,,,,,
2025-01-24,23:30,398.0,77.4,,,,,,,
2025-01-24,23:45,389.0,76.4,,,,,,,
2025-01-24,24:00,350.0,75.0,,,,,,,
2025-01-25,00:15,313.91,75.2,,,,,,,
2025-01-25,00:30,313.77,75.5,,,,,,,
2025-01-25,00:45,313.73,75.5,,,,,,,
2025-01-25,01:00,313.67,75.0,,,,,,,
2025-01-25,01:15,313.47,75.0,,,,,,,
2025-01-25,01:30,313.08,74.8,,,,,,,
2025-01-25,01:45,313.18,74.4,,,,,,,
2025-01-25,02:00,313.27,74.8,,,,,,,
2025-01-25,02:15,313.2,74.6,,,,,,,
2025-01-25,02:30,313.05,74.4,,,,,,,
2025-01-25,02:45,320.0,74.4,,,,,,,
2025-01-25,03:00,320.0,74.4,,,,,,,
2025-01-25,03:15,320.0,74.5,,,,,,,
2025-01-25,03:30,320.0,74.2,,,,,,,
2025-01-25,03:45,320.0,74.0,,,,,,,
2025-01-25,04:00,320.0,73.9,,,,,,,
2025-01-25,04:15,320.0,74.0,,,,,,,
2025-01-25,04:30,320.0,73.8,,,,,,,
2025-01-25,04:45,320.0,73.8,,,,,,,
2025-01-25,05:00,320.0,74.0,,,,,,,
2025-01-25,05:15,320.0,74.3,,,,,,,
2025-01-25,05:30,320.0,74.0,,,,,,,
2025-01-25,05:45,320.0,74.3,,,,,,,
2025-01-25,06:00,320.0,74.3,,,,,,,
2025-01-25,06:15,320.0,74.9,,,,,,,
2025-01-25,06:30,325.0,75.2,,,,,,,
2025-01-25,06:45,312.53,75.6,,,,,,,
2025-01-25,07:00,317.98,76.2,,,,,,,
2025-01-25,07:15,331.91,77.1,,,,,,,
2025-01-25,07:30,341.89,78.2,,,,,,,
2025-01-25,07:45,356.86,79.9,,,,,,,
2025-01-25,08:00,365.8,81.2,,,,,,,
2025-01-25,08:15,380.35,82.7,,,,,,,
2025-01-25,08:30,371.57,84.5,,,,,,,
2025-01-25,08:45,380.43,85.2,,,,,,,
2025-01-25,09:00,380.45,85.7,,,,,,,
2025-01-25,09:15,365.73,85.9,,,,,,,
2025-01-25,09:30,352.05,85.2,,,,,,,
2025-01-25,09:45,341.27,84.7,,,,,,,
2025-01-25,10:00,337.4,84.3,,,,,,,
2025-01-25,10:15,337.31,84.0,,,,,,,
2025-01-25,10:30,337.32,83.8,,,,,,,
2025-01-25,10:45,337.34,83.8,,,,,,,
2025-01-25,11:00,337.4,83.8,,,,,,,
2025-01-25,11:15,337.4,83.9,,,,,,,
2025-01-25,11:30,340.85,84.3,,,,,,,
2025-01-25,11:45,337.45,84.0,,,,,,,
2025-01-25,12:00,342.33,83.4,,,,,,,
2025-01-25,12:15,312.88,81.1,,,,,,,
2025-01-25,12:30,312.98,80.2,,,,,,,
2025-01-25,12:45,313.22,79.3,,,,,,,
2025-01-25,13:00,313.46,79.1,,,,,,,
2025-01-25,13:15,313.55,78.1,,,,,,,
2025-01-25,13:30,313.68,77.3,,,,,,,
2025-01-25,13:45,313.78,76.8,,,,,,,
2025-01-25,14:00,314.12,76.5,,,,,,,
2025-01-25,14:15,314.21,76.6,,,,,,,
2025-01-25,14:30,314.57,76.6,,,,,,,
2025-01-25,14:45,314.8,76.8,,,,,,,
2025-01-25,15:00,315.08,77.0,,,,,,,
2025-01-25,15:15,320.63,77.4,,,,,,,
2025-01-25,15:30,316.27,77.5,,,,,,,
2025-01-25,15:45,316.66,77.2,,,,,,,
2025-01-25,16:00,335.41,76.8,,,,,,,
2025-01-25,16:15,336.06,76.3,,,,,,,
2025-01-25,16:30,347.28,76.2,,,,,,,
2025-01-25,16:45,337.07,75.8,,,,,,,
2025-01-25,17:00,338.53,75.6,,,,,,,
2025-01-25,17:15,337.78,75.5,,,,,,,
2025-01-25,17:30,344.16,76.3,,,,,,,
2025-01-25,17:45,354.29,76.9,,,,,,,
2025-01-25,18:00,353.78,76.9,,,,,,,
2025-01-25,18:15,350.07,76.4,,,,,,,
2025-01-25,18:30,340.19,75.8,,,,,,,
2025-01-25,18:45,340.59,74.7,,,,,,,
2025-01-25,19:00,331.44,73.2,,,,,,,
2025-01-25,19:15,323.11,72.2,,,,,,,
2025-01-25,19:30,323.55,70.5,,,,,,,
2025-01-25,19:45,323.83,69.3,,,,,,,
2025-01-25,20:00,309.31,67.8,,,,,,,
2025-01-25,20:15,314.02,67.3,,,,,,,
2025-01-25,20:30,306.6,66.1,,,,,,,
2025-01-25,20:45,303.21,65.7,,,,,,,
2025-01-25,21:00,298.32,64.2,,,,,,,
2025-01-25,21:15,295.36,62.9,,,,,,,
2025-01-25,21:30,282.56,62.2,,,,,,,
2025-01-25,21:45,284.23,61.7,,,,,,,
2025-01-25,22:00,281.31,60.3,,,,,,,
2025-01-25,22:15,281.06,56.2,,,,,,,
2025-01-25,22:30,279.07,55.2,,,,,,,
2025-01-25,22:45,280.0,53.8,,,,,,,
2025-01-25,23:00,270.0,52.3,,,,,,,
2025-01-25,23:15,280.0,51.5,,,,,,,
2025-01-25,23:30,264.0,50.6,,,,,,,
2025-01-25,23:45,280.0,49.9,,,,,,,
2025-01-25,24:00,180.0,44.7,,,,,,,
2025-01-26,00:15,0.0,48.4,,,,,,,
2025-01-26,00:30,0.0,48.5,,,,,,,
2025-01-26,00:45,0.0,47.8,,,,,,,
2025-01-26,01:00,0.0,47.1,,,,,,,
2025-01-26,01:15,0.0,46.6,,,,,,,
2025-01-26,01:30,16.5,46.0,,,,,,,
2025-01-26,01:45,18.07,45.5,,,,,,,
2025-01-26,02:00,19.58,45.5,,,,,,,
